show_id,type,title,director,cast,country,date_added,release_year,rating,listed_in,description,month_added,duration_movies,duration_tv
s6395,Movie,Bushwick,"Cary Murnion, Jonathan Milott","Dave Bautista, Brittany Snow, Angelic Zambrana, Jeremie Harris, Myra Lucretia Taylor, Arturo Castro, Christian Navarro",UnitedStates,2017-11-24 00:00:00,2017,TV-MA,"Action&Adventure,IndependentMovies","When their diverse neighborhood is besieged by a mysterious militia, a grad student and an ex-Marine become an unlikely team in a battle for survival.",November,94,94
s6396,Movie,Butterfield 8,Daniel Mann,"Elizabeth Taylor, Laurence Harvey, Eddie Fisher, Dina Merrill, Mildred Dunnock, Betty Field, Jeffrey Lynn, Susan Oliver",UnitedStates,2019-11-01 00:00:00,1960,TV-14,"ClassicMovies,Dramas,RomanticMovies","Elizabeth Taylor won an Oscar as Gloria Wandrous, a stylish call girl who yearns to go straight, especially after she thinks she's found Mr. Right.",November,108,108
s6397,Movie,Cézanne et moi,Daniele Thompson,"Guillaume Canet, Guillaume Gallienne, Alice Pol, Déborah François, Sabine Azéma, Freya Mavor, Isabelle Candelier, Laurent Stocker",Belgium France,2017-09-07 00:00:00,2016,R,"Dramas,IndependentMovies,InternationalMovies","This historical drama explores the long and often volatile friendship of painter Paul Cézanne and writer Émile Zola, who first met as schoolboys.",September,114,114
s6398,Movie,Cabin Fever,Travis Zariwny,"Gage Golightly, Matthew Daddario, Samuel Davis, Nadine Crocker, Dustin Ingram, Randy Schulman",UnitedStates,2019-06-06 00:00:00,2016,R,"HorrorMovies,Thrillers","As a flesh-eating virus rips its way through a remote woodland cabin, the terrified teens vacationing inside wonder who'll fall victim next.",June,98,98
s6399,TV Show,Cabins in the Wild with Dick Strawbridge,NULL,"Dick Strawbridge, William Hardie",UnitedKingdom,2018-09-15 00:00:00,2017,TV-PG,"BritishTVShows,InternationalTVShows,RealityTV","Engineer Dick Strawbridge and craftsman Will Hardie tour eight unique cabins built for a pop-up hotel in Wales, and construct No. 9 on their own.",September,1,1 Season
s6400,Movie,Cahaya Dari Timur Beta Maluku,Angga Dwimas Sasongko,"Chicco Jerikho, Abdurrahman Arif, Jajang C. Noer, Ridho Hafiedz, Leo Maitimu, Shafira Umm, Glenn Fredly, Aufa Assagaf, Burhanuddin Ohorella, Bebeto Leutually",Indonesia,2018-10-05 00:00:00,2014,TV-14,"Dramas,InternationalMovies,SportsMovies","After witnessing a child’s death during a violent clash, a former soccer player launches a youth team to help local kids avoid further bloodshed.",October,151,151
s6401,Movie,Caida del Cielo,Néstor Sánchez Sotelo,"Muriel Santa Ana, Peto Menahem, Héctor Díaz, Sebastián Wainraich, Karina K., Hernán Jiménez, Fabián Forte, Verónica Intile",Argentina,2017-01-20 00:00:00,2016,TV-MA,"Comedies,InternationalMovies,RomanticMovies","When Julia literally falls into Alejandro's backyard from her apartment above, it's just the jolt that's needed to nudge these two loners together.",January,78,78
s6402,TV Show,Cain and Abel,NULL,"So Ji-sub, Shin Hyun-joon, Chae Jung-an, Han Ji-min, Kim Hae-suk, You-Mi Ha, Yong Jang, Kwon Hae-hyo",SouthKorea,2019-03-12 00:00:00,2009,TV-MA,"InternationalTVShows,KoreanTVShows,RomanticTVShows",Gifted doctor Cho-in leads a charmed life while his older brother Seon-woo seethes with jealousy in this series inspired by Biblical characters.,March,1,1 Season
s6403,Movie,Cake,Asim Abbasi,"Aamina Sheikh, Sanam Saeed, Adnan Malik, Mohammad Ahmad, Beo Rana Zafar, Faris Khalid, Hira Hussain, Mikaal Zulfiqar",UnitedKingdom Pakistan,2019-05-15 00:00:00,2018,TV-MA,"Comedies,Dramas,InternationalMovies","When their aging father’s illness reunites two sisters under one roof, new tensions arise between them as old wounds and hidden secrets surface.",May,125,125
s6404,Movie,Calendar Girls,Madhur Bhandarkar,"Akanksha Puri, Avani Modi, Kyra Dutt, Ruhi Singh, Satarupa Pyne, Mita Vashisht, Keith Sequeira, Deepak Wadhwa, Indraneil Sengupta, Vikram Sakhalkar",India,2017-10-15 00:00:00,2015,TV-14,"Dramas,InternationalMovies",Five calendar models try to navigate the twists and turns thrown in their path by the seductive and ruthless world of glamour.,October,126,126
s6405,TV Show,Calico Critters,NULL,"Georgie Fuller, Jessica Hinds-Mingo, Mayumi Kawai, Sarah Sumeray, Alix Macey, Jenna Sharpe",NULL,2018-11-01 00:00:00,2018,TV-Y,Kids'TV,The adorable residents of Sylvanian Village always have lots of fun with their friends and families!,November,1,1 Season
s6406,Movie,Calico Critters: A Town of Dreams,Momoko Kamiya,NULL,NULL,2018-11-01 00:00:00,2017,TV-Y,Children&FamilyMovies,Freya heads into town with her mother for a very special occasion: a dress designed by her sister Stella is going to be in a fashion show!,November,11,11
s6407,Movie,Calico Critters: The Treasure of Calico Village,Momoko Kamiya,NULL,NULL,2018-11-01 00:00:00,2017,TV-Y,Children&FamilyMovies,Freya and her friends inspire the mayor to put on a competition at the fete to pick the loveliest thing in Sylvanian Village.,November,22,22
s6408,TV Show,Call Me Francis,NULL,"Rodrigo de la Serna, Sergio Hernández, Mercedes Morán, Muriel Santa Ana, Alex Brendemühl, Maximilian Dirr, Andres Gil, Marco Di Tieri",Italy,2016-12-16 00:00:00,2016,TV-14,"InternationalTVShows,Spanish-LanguageTVShows,TVDramas","On his path to becoming Pope Francis, Father Jorge Bergoglio pursues his religious vocation in a country ravaged by a brutal military dictatorship.",December,1,1 Season
s6409,TV Show,Camelia la Texana,Carlos Bolado,"Sara Maldonado, Erik Hayser, Andrés Palacios, Dagoberto Gama, Luis Ernesto Franco, Arcelia Ramírez, Eréndira Ibarra",Mexico UnitedStates,2017-02-01 00:00:00,2014,TV-14,"CrimeTVShows,RomanticTVShows,Spanish-LanguageTVShows","Inspired by the famous song ""Contrabando y Traición,"" Camelia, a beautiful girl from San Antonio, kills her lover and becomes a legendary drug runner.",February,1,1 Season
s6410,Movie,Camera Store,Scott Marshall Smith,"John Larroquette, John Rhys-Davies, Paul Ben-Victor, David James Elliott, Laura Silverman, Cheryl Ladd, Justin Lieberman, Maddie McCormick",UnitedStates,2017-08-20 00:00:00,2016,TV-MA,"Comedies,Dramas","With the digital revolution just around the corner, the employees of Bibideaux camera store strive to stay relevant amid unstoppable change.",August,104,104
s6411,Movie,Camp Cool Kids,Lisa Arnold,"Connor Rosen, Logan Shroyer, Michael Gross, Markie Post, Leigh-Allyn Baker, Juliocesar Chavez, Tyree Brown",UnitedStates,2018-01-01 00:00:00,2017,TV-G,"Children&FamilyMovies,Comedies,Dramas","A young boy attends summer camp, where he overcomes his fears, stands up to bullies and learns important lessons about faith and life.",January,104,104
s6412,TV Show,Camp X,NULL,NULL,Canada,2019-02-01 00:00:00,2014,TV-MA,Docuseries,"Established during World War II, North America's first secret agent training school – known as Camp X – paved the way for present-day espionage.",February,1,1 Season
s6413,Movie,Camp X-Ray,Peter Sattler,"Kristen Stewart, Peyman Moaadi, John Carroll Lynch, Lane Garrison, Joseph Julian Soria, Ser'Darius Blain, Cory Michael Smith, Julia Duffy",UnitedStates,2017-01-14 00:00:00,2014,R,"Dramas,IndependentMovies","Fresh Army recruit Amy Cole is assigned to Guantanamo Bay's Camp X-Ray, where she forms a surprising bond with one of the prisoners in her charge.",January,117,117
s6414,TV Show,Can We Get Married?,NULL,"Sung Jun, So-min Jung, Sung-min Kim, Ae-yeon Jeong, Mi-sook Lee, Eun-sook Sunwoo, Seok-woo Kang, Young-kwang Kim, Han Groo, Jin-soo Kim",SouthKorea,2017-05-22 00:00:00,2012,TV-14,"InternationalTVShows,KoreanTVShows,RomanticTVShows","On the cusp of marriage or divorce, four couples consider the meaning of love, sharing a life, meddling families and the weight of their commitment.",May,1,1 Season
s6415,Movie,Can't Hardly Wait,"Harry Elfont, Deborah Kaplan","Jennifer Love Hewitt, Ethan Embry, Charlie Korsmo, Lauren Ambrose, Peter Facinelli, Seth Green, Michelle Brookhurst, Alexander Martin, Erik Palladino, Channon Roe, Sean Patrick Thomas",UnitedStates,2021-01-01 00:00:00,1998,PG-13,"Comedies,RomanticMovies","At a wild high school graduation party, aspiring writer Preston hopes to declare his love to popular girl Amanda, who just got dumped by the class jock.",January,101,101
s6416,Movie,Candyman,Bernard Rose,"Virginia Madsen, Tony Todd, Xander Berkeley, Kasi Lemmons, Vanessa Williams, DeJuan Guy, Michael Culkin, Stanley DeSantis",UnitedStates UnitedKingdom,2019-10-01 00:00:00,1992,R,"CultMovies,HorrorMovies","Grad student Helen Lyle unintentionally summons the Candyman, a hook-handed creature made flesh by other people's belief in him.",October,99,99
s6417,TV Show,Cannabis,NULL,"Jean-Michel Correia, Yasin Houicha, Pedro Casablanc, Christophe Paou, Kate Moran, Santi Pons",France,2016-12-15 00:00:00,2016,TV-MA,"CrimeTVShows,InternationalTVShows,TVDramas","When a huge marijuana shipment falls prey to thieves, the aftermath touches players from all ranks of the drug trade between Morocco and Europe.",December,1,1 Season
s6418,Movie,Capital in the Twenty-First Century,Justin Pemberton,NULL,France NewZealand,2020-09-08 00:00:00,2019,TV-14,Documentaries,"Based on economist Thomas Piketty's best-selling book, this documentary examines wealth accumulation and its looming social repercussions.",September,103,103
s6419,Movie,Cappuccino,Noushad,"Dharmajan Bolgatty, Aneesh Menon, Sunil Sukhada, Anita Lukmance, Kottayam Pradeep, Natasha Doshi, Hareesh Perumanna, Sharanya, Vineeth Mohan, Sudhi Koppa",India,2018-07-01 00:00:00,2017,TV-PG,"Comedies,Dramas,InternationalMovies","Richi is a director of commercials whose computer memory drive is accidentally switched with that of Sneha, a woman he soon falls in love with.",July,126,126
s6420,Movie,Cardboard Gangsters,Mark O'Connor,"John Connors, Fionn Walton, Kierston Wareing, Paul Alwright, Ryan Lincoln, Jimmy Smallhorne, Toni O'Rourke, Fionna Hewitt-Twamley, Stephen Clinch, Ciaran McCabe",Ireland,2018-09-15 00:00:00,2016,TV-MA,"Dramas,InternationalMovies","A low-level drug dealer decides to move up the ranks of the illegal narcotics trade in Darndale, Dublin, putting him and his gang on a violent path.",September,92,92
s6421,TV Show,Care Bears: Welcome to Care-a-Lot,NULL,"David Lodge, Patty Mattson, Doug Erholtz, Stephanie Sheh, Nayo Wallace, Michael Sinterniklaas, Michaela Dean",UnitedStates,2019-08-02 00:00:00,2012,TV-Y,Kids'TV,"Nestled in a faraway cloud is a rainbow-colored world called Care-a-Lot, home to the magical Care Bears who each have a special talent.",August,1,1 Season
s6422,Movie,Caregiver,Chito S. Roño,"Sharon Cuneta, John Estrada, John Manalo, Rica Peralejo, Jhong Hilario, Saul Reichlin, Matthew Rutherford, Claire Jeater, Makisig Morales, Mickey Ferriols",Philippines,2019-03-05 00:00:00,2008,TV-14,"Dramas,InternationalMovies","Sarah leaves her son in the Philippines to reunite with her husband in London, where she struggles personally and professionally as a care-home worker.",March,131,131
s6423,Movie,Carol,Todd Haynes,"Cate Blanchett, Rooney Mara, Sarah Paulson, Kyle Chandler, Jake Lacy, John Magaro, Cory Michael Smith, Carrie Brownstein, Kevin Crowley, Nik Pajic",UnitedKingdom UnitedStates Australia,2020-10-20 00:00:00,2015,R,"Dramas,LGBTQMovies,RomanticMovies","In the 1950s, a glamorous married woman and an aspiring photographer embark on a passionate, forbidden romance that will forever change their lives.",October,119,119
s6424,Movie,Carrie,Brian De Palma,"Sissy Spacek, Piper Laurie, Amy Irving, William Katt, John Travolta, Nancy Allen, Betty Buckley, P.J. Soles, Priscilla Pointer, Sydney Lassick, Stefan Gierasch, Michael Talbott, Doug Cox, Harry Gold, Noelle North",UnitedStates,2019-06-01 00:00:00,1976,R,"ClassicMovies,CultMovies,HorrorMovies","An outcast teen with telekinetic ability lashes out with her deadly power when the high school ""in crowd"" torments her with a sick joke at the prom.",June,98,98
s6425,Movie,Carriers,"Àlex Pastor, David Pastor","Lou Taylor Pucci, Chris Pine, Piper Perabo, Emily VanCamp, Christopher Meloni, Kiernan Shipka, Ron McClary, Mark Moses",UnitedStates,2019-11-20 00:00:00,2009,PG-13,"HorrorMovies,Sci-Fi&Fantasy,Thrillers","As a lethal virus spreads globally, four friends seek a reputed plague-free haven. But while avoiding the infected, the travelers turn on one another.",November,85,85
s6426,Movie,Casa de mi Padre,Matt Piedmont,"Will Ferrell, Gael García Bernal, Diego Luna, Genesis Rodriguez, Pedro Armendáriz Jr., Nick Offerman, Efren Ramirez, Adrian Martinez",UnitedStates Mexico,2012-11-14 00:00:00,2012,R,Comedies,Will Ferrell stars as a Spanish-speaking cowboy in this comedy about a Mexican clan trying to rescue their ranch from greedy creditors.,November,84,84
s6427,TV Show,Case Closed,NULL,"Minami Takayama, Alison Retzloff, Wakana Yamazaki, Colleen Clinkenbeard, Akira Kamiya, R. Bruce Elliott, Wataru Takagi, Chafurin, Mark Stoddard",Japan,2019-01-04 00:00:00,2015,TV-14,"AnimeSeries,CrimeTVShows,TVThrillers","Turned into a young boy by a sinister potion, teen sleuth Conan helps solve baffling crimes while tracking down the nefarious agents who poisoned him.",January,1,1 Season
s6428,Movie,Casino Royale,Martin Campbell,"Daniel Craig, Judi Dench, Eva Green, Jeffrey Wright, Mads Mikkelsen, Giancarlo Giannini",UnitedKingdom CzechRepublic UnitedStates Germany Bahamas,2020-08-31 00:00:00,2006,PG-13,Action&Adventure,"Daniel Craig makes his debut as the newly minted agent 007, who's pitted against an infamous financier of global terrorism – at the poker table.",August,145,145
s6429,Movie,Casino Tycoon,Wong Jing,Wong Jing,HongKong,2018-08-01 00:00:00,1992,TV-MA,"Action&Adventure,Dramas,InternationalMovies","When Japanese troops invade Hong Kong, young Benny Ho flees to Macau and rises to the top of the city's casino business with pluck, diligence and wit.",August,125,125
s6430,Movie,Casino Tycoon 2,Wong Jing,Dennis Chan,HongKong,2018-08-16 00:00:00,1992,TV-MA,"Action&Adventure,Dramas,InternationalMovies",Casino mogul Benny Ho wields enormous power. But a feud with his former partner and a massive fraud scheme soon threaten his family and his empire.,August,108,108
s6431,TV Show,Castle of Stars,NULL,"Chaiyapol Pupart, Jintanutda Lummakanon, Worrawech Danuwong, Ornjira Lamwilai, Yong Armchair, Keerati Mahapreukpong, Akarat Nimitchai, Kornpassorn Duaysianklao, Nattapong Chartpong",NULL,2018-09-07 00:00:00,2015,TV-MA,"InternationalTVShows,RomanticTVShows,TVComedies","As four couples with different lifestyles go through the ebbs and flows of joy and sorrow, each must learn how to live a good life.",September,1,1 Season
s6432,Movie,Cat on a Hot Tin Roof,Richard Brooks,"Elizabeth Taylor, Paul Newman, Burl Ives, Jack Carson, Judith Anderson, Madeleine Sherwood, Larry Gates, Vaughn Taylor",UnitedStates,2019-11-01 00:00:00,1958,NR,"ClassicMovies,Dramas","Members of a Southern clan scramble to curry favor with a dying, wealthy patriarch in this adaptation of Tennessee Williams's sizzling stage drama.",November,108,108
s6433,Movie,Catching the Sun,Shalini Kantayya,NULL,China Germany India UnitedStates,2016-04-22 00:00:00,2015,TV-14,Documentaries,This documentary explores the worldwide economics of the burgeoning solar energy industry and its impact on hopeful job seekers in the United States.,April,74,74
s6434,Movie,Cats & Dogs: The Revenge of Kitty Galore,Brad Peyton,"James Marsden, Nick Nolte, Christina Applegate, Katt Williams, Bette Midler, Neil Patrick Harris, Sean Hayes, Wallace Shawn, Roger Moore, Joe Pantoliano, Michael Clarke Duncan, Chris O'Donnell, Jack McBrayer, Kiernan Shipka",UnitedStates Australia,2019-02-01 00:00:00,2010,PG,"Children&FamilyMovies,Comedies",Cats and dogs must set aside their differences and merge animal instincts when Kitty Galore decides to claw her way to global domination.,February,82,82
s6435,Movie,Catwalk: Tales from the Cat Show Circuit,"Aaron Hancox, Michael McNamara",NULL,Canada,2019-01-07 00:00:00,2018,TV-PG,"Documentaries,InternationalMovies","This fun, charming documentary follows the exploits of some very feline-friendly folks as they strive to get their kitties crowned Canada’s top cat.",January,75,75
s6436,Movie,Cave,Henrik Martin Dahlsbakken,"Heidi Toini, Benjamin Helstad, Mads Sjogard Pettersen, Ingar Helge Gimle",Norway,2017-06-15 00:00:00,2016,TV-MA,"Action&Adventure,InternationalMovies,Thrillers","Torn between old camaraderie and recent tensions, three ex-soldiers reunite to explore a deadly cave but soon discover terror beyond all expectations.",June,77,77
s6437,Movie,Celluloid Man,Shivendra Singh Dungarpur,P.K. Nair,India,2017-04-01 00:00:00,2012,TV-PG,"Documentaries,InternationalMovies","This documentary chronicles the philosophy and life's work of archivist P.K. Nair, who made a mission of preserving Indian cinema’s rich history.",April,156,156
s6438,Movie,Center Stage,Nicholas Hytner,"Amanda Schull, Zoe Saldana, Susan May Pratt, Peter Gallagher, Donna Murphy, Debra Monk, Ethan Stiefel, Sascha Radetsky, Julie Kent, Ilia Kulik",UnitedStates,2020-01-01 00:00:00,2000,PG-13,Dramas,"Vying for a spot in the American Ballet Company, 12 dance students are ready to push their bodies and minds to the limit to realize their dreams.",January,116,116
s6439,Movie,Chaar Sahibzaade,Harry Baweja,Om Puri,India,2018-11-01 00:00:00,2014,TV-PG,"Dramas,Faith&Spirituality,InternationalMovies","With a horde of enemy invaders bearing down, four sons of an illustrious Sikh guru lead a tiny but valiant army into a desperate fight for freedom.",November,126,126
s6440,Movie,Chal Dhar Pakad,Aatmaram Dharne,Nagesh Bhonsle,India,2018-03-15 00:00:00,2010,TV-14,"Comedies,Dramas,InternationalMovies","After her fat-shaming husband brings home a new lover, a wife in Maharashtra recruits a group of women to challenge him in a kabaddi match.",March,129,129
s6441,Movie,Chal Mere Bhai,David Dhawan,"Sanjay Dutt, Salman Khan, Karisma Kapoor, Dalip Tahil, Sushma Seth, Shakti Kapoor, Nagma, Sonali Bendre, Twinkle Khanna, Ravi Baswani",India,2019-12-31 00:00:00,2000,TV-14,"Comedies,InternationalMovies,RomanticMovies","When a secretary saves her tycoon boss's life, his family hears wedding bells. Problem is, she's already in love – with his younger brother.",December,132,132
s6442,Movie,Chalay Thay Saath,Umer Adil,"Syra Shehroz, Kent S. Leung, Osama Tahir, Mansha Pasha, Zhalay Sharhadi, Faris Khalid, Behroze Sabzwari, Shamim Hilaly",Pakistan,2018-05-15 00:00:00,2017,TV-14,"Comedies,Dramas,InternationalMovies",Beautiful and adventurous doctor Resham meets a handsome Chinese backpacker named Adam while traveling with friends on a journey of self-discovery.,May,118,118
s6443,Movie,Chandani: The Daughter of the Elephant Whisperer,Arne Birkenstock,K.G. Chandani Renuka Ratnayake,Germany SriLanka,2017-03-01 00:00:00,2010,TV-G,"Documentaries,InternationalMovies",A girl who wants to be an elephant driver like her father is given the chance to raise a calf and becomes even more determined when it's taken away.,March,87,87
s6444,Movie,Change in the Air,Dianne Dreyer,"Mary Beth Hurt, Rachel Brosnahan, Aidan Quinn, Olympia Dukakis, M. Emmet Walsh, Peter Gerety, Macy Gray, Satya Bhabha",UnitedStates,2020-03-01 00:00:00,2018,PG,Dramas,"When a secretive woman breezes into a quiet town, her subdued neighbors get swept up in curiosity over her ethereal presence.",March,95,95
s6445,Movie,Chaotic Love Poems,Garin Nugroho,"Chicco Jerikho, Pevita Pearce",Indonesia,2019-01-05 00:00:00,2016,TV-14,"Dramas,InternationalMovies,RomanticMovies","Spanning the 1970s, ‘80s and ‘90s, this lyrical love story of two childhood neighbors plays out amidst a rapidly evolving Indonesia.",January,86,86
s6446,Movie,Chappaquiddick,John Curran,"Jason Clarke, Kate Mara, Ed Helms, Bruce Dern, Jim Gaffigan, Olivia Thirlby, Clancy Brown, Taylor Nichols, John Fiore",UnitedStates Sweden,2018-10-01 00:00:00,2017,PG-13,Dramas,Senator Ted Kennedy watches his future unravel in the wake of an infamous car crash as family and allies vie to protect his reputation.,October,106,106
s6447,Movie,Charlie and the Chocolate Factory,Tim Burton,"Johnny Depp, Freddie Highmore, David Kelly, Helena Bonham Carter, Noah Taylor, Missi Pyle, James Fox, Deep Roy, Christopher Lee, Adam Godley, AnnaSophia Robb, Julia Winter, Jordan Fry, Philip Wiegratz",UnitedKingdom UnitedStates,2020-01-01 00:00:00,2005,PG,"Children&FamilyMovies,Comedies",The eccentric Willy Wonka opens the doors of his candy factory to five lucky kids who learn the secrets behind his amazing confections.,January,115,115
s6448,Movie,Charlie's Angels: Full Throttle,McG,"Cameron Diaz, Drew Barrymore, Lucy Liu, Bernie Mac, Crispin Glover, Justin Theroux, Robert Patrick, Demi Moore, Rodrigo Santoro, Shia LaBeouf, Matt LeBlanc, Luke Wilson, John Cleese",UnitedStates,2019-10-01 00:00:00,2003,PG-13,"Action&Adventure,Comedies","In this reboot of the TV classic, the Angels are tasked with finding lost rings encoded with the personal information of people in witness protection.",October,106,106
s6449,Movie,Charlotte's Web,"Charles A. Nichols, Iwao Takamoto","Debbie Reynolds, Charles Nelson Reilly, Paul Lynde, Henry Gibson, Rex Allen, Danny Bonaduce, Pamelyn Ferdin, Don Messick, Agnes Moorehead, Martha Scott, John Stephenson, Herb Vigran, Dave Madden",UnitedStates,2019-11-23 00:00:00,1973,G,"Children&FamilyMovies,ClassicMovies","Follow the adventures of Wilbur the pig, Templeton the rat and Charlotte the spider in this animated musical version of E.B. White's timeless story.",November,94,94
s6450,Movie,Chashme Buddoor,David Dhawan,"Ali Zafar, Siddharth, Divyendu Sharma, Tapsee Pannu, Rishi Kapoor, Anupam Kher, Bharati Achrekar, Varun Dhawan, Lillete Dubey, Ayaz Khan, Ashish Verma",India,2017-05-01 00:00:00,2013,TV-PG,"Comedies,InternationalMovies,Music&Musicals","When pretty new neighbor Seema falls for their shy roommate Sid, jealous womanizers Omi and Jai plot to break up the new lovebirds.",May,121,121
s6451,Movie,Chasing Amy,Kevin Smith,"Ben Affleck, Joey Lauren Adams, Jason Lee, Dwight Ewell, Jason Mewes, Kevin Smith",UnitedStates,2020-01-01 00:00:00,1997,R,"Comedies,CultMovies,Dramas","Comic book artist Holden meets the perfect woman, only to learn that she's a lesbian. But that doesn't stop him from falling in love with her.",January,113,113
s6452,TV Show,Chasing Monsters,NULL,Cyril Chauquet,Canada,2017-12-15 00:00:00,2016,TV-PG,"Docuseries,RealityTV,Science&NatureTV",Adventurer Cyril Chauquet seeks out the most colossal and dangerous underwater creatures around the world in this adrenaline-packed series.,December,2,2 Seasons
s6453,Movie,Chasing the Dragon,"Wong Jing, Jason Kwan","Donnie Yen, Andy Lau, Philip Keung, Kent Cheng, Wilfred Lau, Ken Tong, Yu Kang",HongKong China,2018-04-19 00:00:00,2017,TV-MA,"Action&Adventure,Dramas,InternationalMovies","In corrupt, British-colonized Hong Kong, a mainland Chinese immigrant rises to the top of the city's drug underworld with the help of a notorious cop.",April,129,129
s6454,Movie,Chasing Trane,John Scheinfeld,"Denzel Washington, Bill Clinton, Ravi Coltrane, Common, Benny Golson, Jimmy Heath, Wynton Marsalis, Sonny Rollins, Carlos Santana, Cornel West",UnitedStates,2017-11-13 00:00:00,2016,TV-PG,"Documentaries,Music&Musicals","Featuring interviews, insights and archival footage, this documentary aims to reveal how historical events shaped the music of John Coltrane.",November,99,99
s6455,Movie,Chauthi Koot,Gurvinder Singh,"Suvinder Vikky, Rajbir Kaur, Gurpreet Kaur Bhangu, Taranjit Singh, Harleen Kaur, Kanwaljeet Singh, Harnek Aulakh, Tejpal Singh, Gulshan Saggi",India France,2017-02-01 00:00:00,2015,TV-14,"Dramas,IndependentMovies,InternationalMovies",Related tales of a family seeking refuge and two men on a train to Amritsar evoke the dreadful unease surrounding Hindu-Sikh tensions in 1980s Punjab.,February,116,116
s6456,TV Show,Cheapest Weddings,NULL,Melanie Vallejo,Australia,2017-12-01 00:00:00,2016,TV-14,"InternationalTVShows,RealityTV",Couples on a tiny budget try to ensure that the day of their wedding turns out to be the magical experience they always dreamed it would be.,December,1,1 Season
s6457,TV Show,Cheers,NULL,"Ted Danson, Rhea Perlman, George Wendt, John Ratzenberger, Shelley Long, Kirstie Alley, Woody Harrelson, Kelsey Grammer, Nicholas Colasanto",UnitedStates,2017-07-01 00:00:00,1992,TV-PG,"Classic&CultTV,TVComedies","Sam Malone, an ex-baseball player turned bar owner, operates a saloon that's always filled with quirky customers and even more eccentric staff.",July,11,11 Seasons
s6458,TV Show,Chef & My Fridge,NULL,"Seong-joo Kim​, Jung-hwan Ahn",SouthKorea,2017-08-04 00:00:00,2017,TV-PG,"InternationalTVShows,KoreanTVShows,RealityTV",The best chefs of Korea go head-to-head to create impromptu dishes that feature ingredients found inside the guest stars' very own refrigerators.,August,2,2 Seasons
s6459,Movie,Chernobyl Diaries,Bradley Parker,"Ingrid Bolsø Berdal, Dimitri Diatchenko, Olivia Taylor Dudley, Devin Kelley, Jesse McCartney, Nathan Phillips, Jonathan Sadowski, Alex Feldman, Kristof Konrad, Pasha D. Lychnikoff",UnitedStates,2018-08-01 00:00:00,2012,R,"HorrorMovies,Thrillers","A group of kids takes an illegal tour through an abandoned city near Chernobyl, where mysterious humanoid forms begin to haunt their steps...",August,88,88
s6460,TV Show,Chewin' the Fat,NULL,"Ford Kiernan, Greg Hemphill, Karen Dunbar, Mark Cox, Paul Riley",UnitedKingdom,2016-10-01 00:00:00,1999,TV-14,"BritishTVShows,TVComedies","Petty criminals, dodgy decorators, full-bore Glaswegians and oddball documentary presenters converge in this sketch show that parodies Scottish life.",October,1,1 Season
s6461,TV Show,Chewing Gum,NULL,"Michaela Coel, John Macmillan, Robert Lonsdale, Danielle Walters, Kadiff Kirwan, Susan Wokoma, Shola Adewusi, Sarah Hoare, Abby Rakic-Platt, Maggie Steed, Olisa Odele",UnitedKingdom,2017-04-04 00:00:00,2017,TV-MA,"BritishTVShows,InternationalTVShows,RomanticTVShows","The virginal Tracey, who was raised in a strictly religious Tower Hamlets flat, is ready to realize her potential. And the first step is having sex.",April,2,2 Seasons
s6462,Movie,Chhota Bheem Aur Kaala Yodha,"Sidheswar Shukla, Asit Mohapatra","Julie Tejwani, SABINA MALIK, Jigna Bharadhwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Disha, Rajesh Kawa, Raju",NULL,2019-05-10 00:00:00,2018,TV-Y7,Movies,"Finally released after being trapped in an ancient book for centuries, a wicked warrior sets out to conquer Dholakpur – but not if Bheem can help it!",May,63,63
s6463,Movie,Chhota Bheem Ka Romani Adventure,"Asit Mohapatra, Shyamal Chaulia","Julie Tejwani, SABINA MALIK, Jigna Bharadhwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Disha, Rajesh Kawa, Raju",NULL,2019-05-10 00:00:00,2018,TV-Y7,Children&FamilyMovies,"Bheem and King Indraverma travel to Rome for a trading venture, but when the king of a neighboring land attacks, can Bheem’s wile and wit save the day?",May,62,62
s6464,Movie,Chhota Bheem Ka Troll Se Takkar,"Shyamal Chaulia, Asit Mohapatra","Julie Tejwani, SABINA MALIK, Jigna Bharadhwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Disha, Rajesh Kawa, Raju",NULL,2019-05-10 00:00:00,2018,TV-Y7,Movies,Trolls kidnap the king's daughters and overtake the kingdom of Messina. Can Bheem track them down and bring the princesses home?,May,62,62
s6465,Movie,Chhota Bheem Kungfu Dhamaka,"Rajiv Chilaka, Binayak Das","Sonal Kaushal, Rupa Bhimani, Jigna Bharadhwaj, Sabina Malik, Julie Tejwani, Rajesh Kava, Vaibhav Thakkar, Samriddhi Shuklaa, Aditya Raj Sharma, Vinod Kulkarni",India,2019-08-15 00:00:00,2019,TV-Y7,Children&FamilyMovies,Chhota Bheem is in China for a martial arts competition but his real challenge: to save the emperor’s daughter from being kidnapped by the villain Zuhu!,August,112,112
s6466,Movie,Chicken Kokkachi,Anuranjan Premji,"Anuranjan Premji, Indrans, Dharmajan Bolgatty, Sudhi Koppa, Bijukuttan, Neha Rathanakaran, Prasanth",India,2018-07-01 00:00:00,2017,TV-14,"Comedies,InternationalMovies","In the wake of his sister's marriage, a young middle-class man leaves his village and learns that supporting one's self is easier said than done.",July,113,113
